Title	BioProject	BioSample	Tax ID	GenBank Accn	GenBank FTP	GenBank Accn	GenBank Assembly	RefSeq Accn	RefSeq FTP	RefSeq Accn	RefSeq Assembly
Mitsuokella jalaludinii  M9 DSM 13811	PRJNA223472	SAMN02841192	1410665	GCA_000702905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/905/GCA_000702905.1_ASM70290v1	GCA_000702905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/905/GCA_000702905.1_ASM70290v1/GCA_000702905.1_ASM70290v1_genomic.fna.gz	GCF_000702905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/905/GCF_000702905.1_ASM70290v1	GCF_000702905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/905/GCF_000702905.1_ASM70290v1/GCF_000702905.1_ASM70290v1_genomic.fna.gz
Morganella morganii NLAE-zl-C84 	PRJEB18384	SAMN05216301	582	GCA_900142745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/745/GCA_900142745.1_IMG-taxon_2654588210_annotated_assembly	GCA_900142745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/745/GCA_900142745.1_IMG-taxon_2654588210_annotated_assembly/GCA_900142745.1_IMG-taxon_2654588210_annotated_assembly_genomic.fna.gz	GCF_900142745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/745/GCF_900142745.1_IMG-taxon_2654588210_annotated_assembly	GCF_900142745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/745/GCF_900142745.1_IMG-taxon_2654588210_annotated_assembly/GCF_900142745.1_IMG-taxon_2654588210_annotated_assembly_genomic.fna.gz
Olsenella sp. KH1P3 	PRJEB19561	SAMN06298223	1945884	GCA_900167315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/315/GCA_900167315.1_IMG-taxon_2608642217_annotated_assembly	GCA_900167315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/315/GCA_900167315.1_IMG-taxon_2608642217_annotated_assembly/GCA_900167315.1_IMG-taxon_2608642217_annotated_assembly_genomic.fna.gz	GCF_900167315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/315/GCF_900167315.1_IMG-taxon_2608642217_annotated_assembly	GCF_900167315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/315/GCF_900167315.1_IMG-taxon_2608642217_annotated_assembly/GCF_900167315.1_IMG-taxon_2608642217_annotated_assembly_genomic.fna.gz
Olsenella sp. KH2P3 	PRJEB17908	SAMN04487823	1797112	GCA_900119625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/625/GCA_900119625.1_IMG-taxon_2606217754_annotated_assembly	GCA_900119625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/625/GCA_900119625.1_IMG-taxon_2606217754_annotated_assembly/GCA_900119625.1_IMG-taxon_2606217754_annotated_assembly_genomic.fna.gz	GCF_900119625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/625/GCF_900119625.1_IMG-taxon_2606217754_annotated_assembly	GCF_900119625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/625/GCF_900119625.1_IMG-taxon_2606217754_annotated_assembly/GCF_900119625.1_IMG-taxon_2606217754_annotated_assembly_genomic.fna.gz
Olsenella sp. KH3B4 	PRJEB17033	SAMN05216348	1855394	GCA_900111695.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/695/GCA_900111695.1_IMG-taxon_2651870308_annotated_assembly	GCA_900111695.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/695/GCA_900111695.1_IMG-taxon_2651870308_annotated_assembly/GCA_900111695.1_IMG-taxon_2651870308_annotated_assembly_genomic.fna.gz	GCF_900111695.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/695/GCF_900111695.1_IMG-taxon_2651870308_annotated_assembly	GCF_900111695.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/695/GCF_900111695.1_IMG-taxon_2651870308_annotated_assembly/GCF_900111695.1_IMG-taxon_2651870308_annotated_assembly_genomic.fna.gz
Olsenella umbonata A2 DSM 22619	PRJEB15755	SAMN04487824	604330	GCA_900101655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/655/GCA_900101655.1_IMG-taxon_2606217797_annotated_assembly	GCA_900101655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/655/GCA_900101655.1_IMG-taxon_2606217797_annotated_assembly/GCA_900101655.1_IMG-taxon_2606217797_annotated_assembly_genomic.fna.gz	GCF_900101655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/655/GCF_900101655.1_IMG-taxon_2606217797_annotated_assembly	GCF_900101655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/655/GCF_900101655.1_IMG-taxon_2606217797_annotated_assembly/GCF_900101655.1_IMG-taxon_2606217797_annotated_assembly_genomic.fna.gz
Olsenella umbonata KHGC19 	PRJEB17028	SAMN05216446	604330	GCA_900111255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/255/GCA_900111255.1_IMG-taxon_2660238784_annotated_assembly	GCA_900111255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/255/GCA_900111255.1_IMG-taxon_2660238784_annotated_assembly/GCA_900111255.1_IMG-taxon_2660238784_annotated_assembly_genomic.fna.gz	GCF_900111255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/255/GCF_900111255.1_IMG-taxon_2660238784_annotated_assembly	GCF_900111255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/255/GCF_900111255.1_IMG-taxon_2660238784_annotated_assembly/GCF_900111255.1_IMG-taxon_2660238784_annotated_assembly_genomic.fna.gz
Olsenella umbonata WCP15 	PRJEB15778	SAMN05216447	604330	GCA_900108495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/495/GCA_900108495.1_IMG-taxon_2657244903_annotated_assembly	GCA_900108495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/495/GCA_900108495.1_IMG-taxon_2657244903_annotated_assembly/GCA_900108495.1_IMG-taxon_2657244903_annotated_assembly_genomic.fna.gz	GCF_900108495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/495/GCF_900108495.1_IMG-taxon_2657244903_annotated_assembly	GCF_900108495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/495/GCF_900108495.1_IMG-taxon_2657244903_annotated_assembly/GCF_900108495.1_IMG-taxon_2657244903_annotated_assembly_genomic.fna.gz
Oribacterium sp. FC2011 	PRJNA223049	SAMN02841158	1408311	GCA_000701645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/645/GCA_000701645.1_ASM70164v1	GCA_000701645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/645/GCA_000701645.1_ASM70164v1/GCA_000701645.1_ASM70164v1_genomic.fna.gz	GCF_000701645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/645/GCF_000701645.1_ASM70164v1	GCF_000701645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/645/GCF_000701645.1_ASM70164v1/GCF_000701645.1_ASM70164v1_genomic.fna.gz
Oribacterium sp. KHPX15 	PRJEB16648	SAMN05216349	1855342	GCA_900107835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/835/GCA_900107835.1_IMG-taxon_2657244910_annotated_assembly	GCA_900107835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/835/GCA_900107835.1_IMG-taxon_2657244910_annotated_assembly/GCA_900107835.1_IMG-taxon_2657244910_annotated_assembly_genomic.fna.gz	GCF_900107835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/835/GCF_900107835.1_IMG-taxon_2657244910_annotated_assembly	GCF_900107835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/835/GCF_900107835.1_IMG-taxon_2657244910_annotated_assembly/GCF_900107835.1_IMG-taxon_2657244910_annotated_assembly_genomic.fna.gz
Oribacterium sp. NK2B42 	PRJNA185718	SAMN02441162	689781	GCA_000424445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/445/GCA_000424445.1_ASM42444v1	GCA_000424445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/445/GCA_000424445.1_ASM42444v1/GCA_000424445.1_ASM42444v1_genomic.fna.gz	GCF_000424445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/445/GCF_000424445.1_ASM42444v1	GCF_000424445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/445/GCF_000424445.1_ASM42444v1/GCF_000424445.1_ASM42444v1_genomic.fna.gz
Oribacterium sp. P6A1 	PRJNA223469	SAMN02841191	1410612	GCA_000702885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/885/GCA_000702885.1_ASM70288v1	GCA_000702885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/885/GCA_000702885.1_ASM70288v1/GCA_000702885.1_ASM70288v1_genomic.fna.gz	GCF_000702885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/885/GCF_000702885.1_ASM70288v1	GCF_000702885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/885/GCF_000702885.1_ASM70288v1/GCF_000702885.1_ASM70288v1_genomic.fna.gz
Oribacterium sp. WCC10 	PRJEB17323	SAMN05216356	1855343	GCA_900113415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/415/GCA_900113415.1_IMG-taxon_2651870359_annotated_assembly	GCA_900113415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/415/GCA_900113415.1_IMG-taxon_2651870359_annotated_assembly/GCA_900113415.1_IMG-taxon_2651870359_annotated_assembly_genomic.fna.gz	GCF_900113415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/415/GCF_900113415.1_IMG-taxon_2651870359_annotated_assembly	GCF_900113415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/415/GCF_900113415.1_IMG-taxon_2651870359_annotated_assembly/GCF_900113415.1_IMG-taxon_2651870359_annotated_assembly_genomic.fna.gz
Oscillibacter sp. PC13 	PRJEB17348	SAMN05216343	1855299	GCA_900115635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/635/GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly	GCA_900115635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/635/GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly/GCA_900115635.1_IMG-taxon_2623620509_annotated_assembly_genomic.fna.gz	GCF_900115635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/635/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly	GCF_900115635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/635/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly/GCF_900115635.1_IMG-taxon_2623620509_annotated_assembly_genomic.fna.gz
Pediococcus acidilactici AGR20 	PRJNA214531	SAMN02584994	1384067	GCA_000526815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/815/GCA_000526815.1_ASM52681v1	GCA_000526815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/815/GCA_000526815.1_ASM52681v1/GCA_000526815.1_ASM52681v1_genomic.fna.gz	GCF_000526815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/815/GCF_000526815.1_ASM52681v1	GCF_000526815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/815/GCF_000526815.1_ASM52681v1/GCF_000526815.1_ASM52681v1_genomic.fna.gz
Peptoclostridium mangenotii LM2 	PRJNA217198	SAMN02743901	1392497	GCA_000687955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/955/GCA_000687955.1_ASM68795v1	GCA_000687955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/955/GCA_000687955.1_ASM68795v1/GCA_000687955.1_ASM68795v1_genomic.fna.gz	GCF_000687955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/955/GCF_000687955.1_ASM68795v1	GCF_000687955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/955/GCF_000687955.1_ASM68795v1/GCF_000687955.1_ASM68795v1_genomic.fna.gz
Peptostreptococcaceae bacterium pGA-8 	PRJEB17255	SAMN02910327	1520829	GCA_900112915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/915/GCA_900112915.1_IMG-taxon_2593339213_annotated_assembly	GCA_900112915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/915/GCA_900112915.1_IMG-taxon_2593339213_annotated_assembly/GCA_900112915.1_IMG-taxon_2593339213_annotated_assembly_genomic.fna.gz	GCF_900112915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/915/GCF_900112915.1_IMG-taxon_2593339213_annotated_assembly	GCF_900112915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/915/GCF_900112915.1_IMG-taxon_2593339213_annotated_assembly/GCF_900112915.1_IMG-taxon_2593339213_annotated_assembly_genomic.fna.gz
Peptostreptococcaceae bacterium VA2 	PRJNA242133	SAMN02743383	1476973	GCA_000686145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/145/GCA_000686145.1_ASM68614v1	GCA_000686145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/145/GCA_000686145.1_ASM68614v1/GCA_000686145.1_ASM68614v1_genomic.fna.gz	GCF_000686145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/145/GCF_000686145.1_ASM68614v1	GCF_000686145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/145/GCF_000686145.1_ASM68614v1/GCF_000686145.1_ASM68614v1_genomic.fna.gz
Peptostreptococcus anaerobius  C 	PRJEB17122	SAMN05660467	1261	GCA_900115025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/025/GCA_900115025.1_IMG-taxon_2593339272_annotated_assembly	GCA_900115025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/025/GCA_900115025.1_IMG-taxon_2593339272_annotated_assembly/GCA_900115025.1_IMG-taxon_2593339272_annotated_assembly_genomic.fna.gz	GCF_900115025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/025/GCF_900115025.1_IMG-taxon_2593339272_annotated_assembly	GCF_900115025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/025/GCF_900115025.1_IMG-taxon_2593339272_annotated_assembly/GCF_900115025.1_IMG-taxon_2593339272_annotated_assembly_genomic.fna.gz
Peptostreptococcus russellii Calf135 	PRJEB16927	SAMN05216454	215200	GCA_900110295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/295/GCA_900110295.1_IMG-taxon_2654588127_annotated_assembly	GCA_900110295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/295/GCA_900110295.1_IMG-taxon_2654588127_annotated_assembly/GCA_900110295.1_IMG-taxon_2654588127_annotated_assembly_genomic.fna.gz	GCF_900110295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/295/GCF_900110295.1_IMG-taxon_2654588127_annotated_assembly	GCF_900110295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/295/GCF_900110295.1_IMG-taxon_2654588127_annotated_assembly/GCF_900110295.1_IMG-taxon_2654588127_annotated_assembly_genomic.fna.gz
Peptostreptococcus sp. D1 	PRJEB17259	SAMN02910278	72304	GCA_900112955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/955/GCA_900112955.1_IMG-taxon_2593339273_annotated_assembly	GCA_900112955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/955/GCA_900112955.1_IMG-taxon_2593339273_annotated_assembly/GCA_900112955.1_IMG-taxon_2593339273_annotated_assembly_genomic.fna.gz	GCF_900112955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/955/GCF_900112955.1_IMG-taxon_2593339273_annotated_assembly	GCF_900112955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/955/GCF_900112955.1_IMG-taxon_2593339273_annotated_assembly/GCF_900112955.1_IMG-taxon_2593339273_annotated_assembly_genomic.fna.gz
Porphyromonadaceae bacterium KH3CP3RA 	PRJEB17430	SAMN05216357	1855396	GCA_900114365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/365/GCA_900114365.1_IMG-taxon_2651870357_annotated_assembly	GCA_900114365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/365/GCA_900114365.1_IMG-taxon_2651870357_annotated_assembly/GCA_900114365.1_IMG-taxon_2651870357_annotated_assembly_genomic.fna.gz	GCF_900114365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/365/GCF_900114365.1_IMG-taxon_2651870357_annotated_assembly	GCF_900114365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/365/GCF_900114365.1_IMG-taxon_2651870357_annotated_assembly/GCF_900114365.1_IMG-taxon_2651870357_annotated_assembly_genomic.fna.gz
Porphyromonadaceae bacterium KH3R12 	PRJEB16655	SAMN05216331	1855397	GCA_900107785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/785/GCA_900107785.1_IMG-taxon_2654588140_annotated_assembly	GCA_900107785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/785/GCA_900107785.1_IMG-taxon_2654588140_annotated_assembly/GCA_900107785.1_IMG-taxon_2654588140_annotated_assembly_genomic.fna.gz	GCF_900107785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/785/GCF_900107785.1_IMG-taxon_2654588140_annotated_assembly	GCF_900107785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/785/GCF_900107785.1_IMG-taxon_2654588140_annotated_assembly/GCF_900107785.1_IMG-taxon_2654588140_annotated_assembly_genomic.fna.gz
Porphyromonadaceae bacterium KHP3R9 	PRJEB17589	SAMN05216364	1855398	GCA_900116745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/745/GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly	GCA_900116745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/745/GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly/GCA_900116745.1_IMG-taxon_2654588142_annotated_assembly_genomic.fna.gz	GCF_900116745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/745/GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly	GCF_900116745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/745/GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly/GCF_900116745.1_IMG-taxon_2654588142_annotated_assembly_genomic.fna.gz
Porphyromonadaceae bacterium NLAE-zl-C104 	PRJEB17541	SAMN05216365	1855399	GCA_900116075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/075/GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly	GCA_900116075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/075/GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly/GCA_900116075.1_IMG-taxon_2654588129_annotated_assembly_genomic.fna.gz	GCF_900116075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/075/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly	GCF_900116075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/075/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly/GCF_900116075.1_IMG-taxon_2654588129_annotated_assembly_genomic.fna.gz
Prevotella brevis P6B11 	PRJNA223450	SAMN02744007	1410666	GCA_000621825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/825/GCA_000621825.1_ASM62182v1	GCA_000621825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/825/GCA_000621825.1_ASM62182v1/GCA_000621825.1_ASM62182v1_genomic.fna.gz	GCF_000621825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/825/GCF_000621825.1_ASM62182v1	GCF_000621825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/825/GCF_000621825.1_ASM62182v1/GCF_000621825.1_ASM62182v1_genomic.fna.gz
Prevotella bryantii C21a 	PRJNA185731	SAMN02441482	1280705	GCA_000424605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/605/GCA_000424605.1_ASM42460v1	GCA_000424605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/605/GCA_000424605.1_ASM42460v1/GCA_000424605.1_ASM42460v1_genomic.fna.gz	GCF_000424605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/605/GCF_000424605.1_ASM42460v1	GCF_000424605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/605/GCF_000424605.1_ASM42460v1/GCF_000424605.1_ASM42460v1_genomic.fna.gz
Prevotella bryantii FB3001 	PRJEB16184	SAMN04487899	77095	GCA_900103315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/315/GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly	GCA_900103315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/315/GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly/GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly_genomic.fna.gz	GCF_900103315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/315/GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly	GCF_900103315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/315/GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly/GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly_genomic.fna.gz
Prevotella bryantii KHPX14 	PRJEB16644	SAMN05216455	77095	GCA_900107655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/655/GCA_900107655.1_IMG-taxon_2654588113_annotated_assembly	GCA_900107655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/655/GCA_900107655.1_IMG-taxon_2654588113_annotated_assembly/GCA_900107655.1_IMG-taxon_2654588113_annotated_assembly_genomic.fna.gz	GCF_900107655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/655/GCF_900107655.1_IMG-taxon_2654588113_annotated_assembly	GCF_900107655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/655/GCF_900107655.1_IMG-taxon_2654588113_annotated_assembly/GCF_900107655.1_IMG-taxon_2654588113_annotated_assembly_genomic.fna.gz
Prevotellaceae bacterium HUN156 	PRJEB17768	SAMN02910409	1520830	GCA_900119285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/285/GCA_900119285.1_IMG-taxon_2593339271_annotated_assembly	GCA_900119285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/285/GCA_900119285.1_IMG-taxon_2593339271_annotated_assembly/GCA_900119285.1_IMG-taxon_2593339271_annotated_assembly_genomic.fna.gz	GCF_900119285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/285/GCF_900119285.1_IMG-taxon_2593339271_annotated_assembly	GCF_900119285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/285/GCF_900119285.1_IMG-taxon_2593339271_annotated_assembly/GCF_900119285.1_IMG-taxon_2593339271_annotated_assembly_genomic.fna.gz
Prevotellaceae bacterium KH2P17 	PRJEB21846	SAMN06298210	1945886	GCA_900199655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/655/GCA_900199655.1_IMG-taxon_2623620487_annotated_assembly	GCA_900199655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/655/GCA_900199655.1_IMG-taxon_2623620487_annotated_assembly/GCA_900199655.1_IMG-taxon_2623620487_annotated_assembly_genomic.fna.gz	GCF_900199655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/655/GCF_900199655.1_IMG-taxon_2623620487_annotated_assembly	GCF_900199655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/655/GCF_900199655.1_IMG-taxon_2623620487_annotated_assembly/GCF_900199655.1_IMG-taxon_2623620487_annotated_assembly_genomic.fna.gz
Prevotellaceae bacterium MN60 	PRJEB21845	SAMN06298211	1945887	GCA_900199555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/555/GCA_900199555.1_IMG-taxon_2623620474_annotated_assembly	GCA_900199555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/555/GCA_900199555.1_IMG-taxon_2623620474_annotated_assembly/GCA_900199555.1_IMG-taxon_2623620474_annotated_assembly_genomic.fna.gz	GCF_900199555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/555/GCF_900199555.1_IMG-taxon_2623620474_annotated_assembly	GCF_900199555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/555/GCF_900199555.1_IMG-taxon_2623620474_annotated_assembly/GCF_900199555.1_IMG-taxon_2623620474_annotated_assembly_genomic.fna.gz
Prevotella ruminicola AR32 	PRJEB16706	SAMN05216354	839	GCA_900108325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/325/GCA_900108325.1_IMG-taxon_2654588202_annotated_assembly	GCA_900108325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/325/GCA_900108325.1_IMG-taxon_2654588202_annotated_assembly/GCA_900108325.1_IMG-taxon_2654588202_annotated_assembly_genomic.fna.gz	GCF_900108325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/325/GCF_900108325.1_IMG-taxon_2654588202_annotated_assembly	GCF_900108325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/325/GCF_900108325.1_IMG-taxon_2654588202_annotated_assembly/GCF_900108325.1_IMG-taxon_2654588202_annotated_assembly_genomic.fna.gz
